"","ONTOLOGY","TERM","N","DE","P.DE","FDR"
"GO:0003985","MF","acetyl-CoA C-acetyltransferase activity",6,6,0.765012163449966,1
"GO:0003986","MF","acetyl-CoA hydrolase activity",3,3,0.866450535187875,1
"GO:0003987","MF","acetate-CoA ligase activity",4,4,0.850013402973373,1
"GO:0003988","MF","acetyl-CoA C-acyltransferase activity",7,7,0.734621502195991,1
"GO:0003989","MF","acetyl-CoA carboxylase activity",2,2,0.921564975529848,1
"GO:0003990","MF","acetylcholinesterase activity",2,2,0.910865741103914,1
"GO:0003993","MF","acid phosphatase activity",9,9,0.677403449689605,1
"GO:0003994","MF","aconitate hydratase activity",3,3,0.873828402662502,1
"GO:0003995","MF","acyl-CoA dehydrogenase activity",12,10,0.987175578480344,1
"GO:0003997","MF","acyl-CoA oxidase activity",6,6,0.776753264583094,1
"GO:0003998","MF","acylphosphatase activity",2,2,0.919777158249376,1
"GO:0003999","MF","adenine phosphoribosyltransferase activity",1,1,0.959154799953778,1
"GO:0004000","MF","adenosine deaminase activity",11,11,0.629358514074772,1
"GO:0004001","MF","adenosine kinase activity",1,1,0.960370533427566,1
"GO:0004013","MF","adenosylhomocysteinase activity",1,1,0.960330450479159,1
"GO:0004014","MF","adenosylmethionine decarboxylase activity",1,1,0.960095685279349,1
"GO:0004016","MF","adenylate cyclase activity",11,11,0.632981983841456,1
"GO:0004017","MF","AMP kinase activity",8,8,0.713313037109481,1
"GO:0004018","MF","N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity",1,1,0.959948720563727,1
"GO:0004019","MF","adenylosuccinate synthase activity",2,2,0.918541151295209,1
"GO:0004020","MF","adenylylsulfate kinase activity",2,2,0.918182808034559,1
"GO:0004021","MF","L-alanine:2-oxoglutarate aminotransferase activity",2,2,0.92237045950181,1
"GO:0004022","MF","alcohol dehydrogenase (NAD+) activity",23,22,0.711747296875147,1
"GO:0004027","MF","alcohol sulfotransferase activity",3,3,0.876240101861421,1
"GO:0004028","MF","3-chloroallyl aldehyde dehydrogenase activity",5,5,0.813110558461203,1
"GO:0004029","MF","aldehyde dehydrogenase (NAD+) activity",22,22,0.377332110031835,1
"GO:0004030","MF","aldehyde dehydrogenase [NAD(P)+] activity",23,23,0.361946732176832,1
"GO:0004031","MF","aldehyde oxidase activity",2,1,0.997864551234674,1
"GO:0004032","MF","aldose reductase (NADPH) activity",11,11,0.588830855187783,1
"GO:0004034","MF","aldose 1-epimerase activity",1,1,0.955982837399325,1
"GO:0004035","MF","alkaline phosphatase activity",4,4,0.83678634563411,1
"GO:0004037","MF","allantoicase activity",1,1,0.954066772495166,1
"GO:0004040","MF","amidase activity",4,4,0.841285464514191,1
"GO:0004042","MF","L-glutamate N-acetyltransferase activity",1,1,0.958284863078546,1
"GO:0004043","MF","L-aminoadipate-semialdehyde dehydrogenase activity",1,1,0.953728909940631,1
"GO:0004044","MF","amidophosphoribosyltransferase activity",1,1,0.953234526430766,1
"GO:0004045","MF","peptidyl-tRNA hydrolase activity",5,4,0.983674783896634,1
"GO:0004046","MF","aminoacylase activity",5,5,0.809921759469394,1
"GO:0004047","MF","aminomethyltransferase activity",2,2,0.910104265427307,1
"GO:0004050","MF","apyrase activity",3,3,0.879733358291241,1
"GO:0004051","MF","arachidonate 5-lipoxygenase activity",1,1,0.959776987707157,1
"GO:0004052","MF","arachidonate 12(S)-lipoxygenase activity",4,4,0.842951961000325,1
"GO:0004053","MF","arginase activity",3,2,0.994075011781995,1
"GO:0004055","MF","argininosuccinate synthase activity",1,1,0.955343169868663,1
"GO:0004056","MF","argininosuccinate lyase activity",1,1,0.959171391890577,1
"GO:0004057","MF","arginyl-tRNA--protein transferase activity",1,1,0.959020202857231,1
"GO:0004058","MF","aromatic-L-amino-acid decarboxylase activity",1,1,0.960371119673913,1
"GO:0004059","MF","aralkylamine N-acetyltransferase activity",1,1,0.960381349384455,1
"GO:0004060","MF","arylamine N-acetyltransferase activity",3,3,0.872269127231789,1
"GO:0004061","MF","arylformamidase activity",1,1,0.955706694258315,1
"GO:0004062","MF","aryl sulfotransferase activity",7,7,0.686950888954212,1
"GO:0004063","MF","aryldialkylphosphatase activity",2,2,0.917935445266252,1
"GO:0004064","MF","arylesterase activity",6,6,0.767023348286657,1
"GO:0004065","MF","arylsulfatase activity",9,9,0.686477502340314,1
"GO:0004066","MF","asparagine synthase (glutamine-hydrolyzing) activity",2,2,0.913208494949405,1
"GO:0004067","MF","asparaginase activity",2,2,0.92171182606705,1
"GO:0004068","MF","aspartate 1-decarboxylase activity",2,2,0.918233811979503,1
"GO:0004069","MF","L-aspartate:2-oxoglutarate aminotransferase activity",3,3,0.879813774831348,1
"GO:0004070","MF","aspartate carbamoyltransferase activity",1,1,0.959917995750555,1
"GO:0004074","MF","biliverdin reductase [NAD(P)H] activity",2,1,0.997759937002305,1
"GO:0004075","MF","biotin carboxylase activity",1,1,0.959591225880968,1
"GO:0004077","MF","biotin--[biotin carboxyl-carrier protein] ligase activity",1,1,0.960419785181993,1
"GO:0004081","MF","bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity",3,3,0.874556131069643,1
"GO:0004082","MF","bisphosphoglycerate mutase activity",3,3,0.868943270479041,1
"GO:0004084","MF","branched-chain-amino-acid transaminase activity",2,2,0.920811028259081,1
"GO:0004087","MF","carbamoyl-phosphate synthase (ammonia) activity",2,2,0.921277894987663,1
"GO:0004088","MF","carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity",2,2,0.921277894987663,1
"GO:0004089","MF","carbonate dehydratase activity",13,12,0.889495721914814,1
"GO:0004090","MF","carbonyl reductase (NADPH) activity",10,9,0.925017044841939,1
"GO:0004092","MF","carnitine O-acetyltransferase activity",1,1,0.957747134980588,1
"GO:0004095","MF","carnitine O-palmitoyltransferase activity",3,3,0.884604728317808,1
"GO:0004096","MF","catalase activity",3,3,0.882113215141967,1
"GO:0004098","MF","cerebroside-sulfatase activity",1,1,0.958618942428988,1
"GO:0004102","MF","choline O-acetyltransferase activity",1,1,0.960073779781595,1
"GO:0004103","MF","choline kinase activity",2,1,0.998050150718187,1
"GO:0004104","MF","cholinesterase activity",3,3,0.873696242356238,1
"GO:0004105","MF","choline-phosphate cytidylyltransferase activity",1,1,0.959992132438236,1
"GO:0004109","MF","coproporphyrinogen oxidase activity",2,2,0.913553791803478,1
"GO:0004111","MF","creatine kinase activity",5,4,0.981760449057974,1
"GO:0004112","MF","cyclic-nucleotide phosphodiesterase activity",26,26,0.332670494436612,1
"GO:0004113","MF","2',3'-cyclic-nucleotide 3'-phosphodiesterase activity",1,1,0.960282900247335,1
"GO:0004114","MF","3',5'-cyclic-nucleotide phosphodiesterase activity",24,24,0.364809948462568,1
"GO:0004115","MF","3',5'-cyclic-AMP phosphodiesterase activity",22,22,0.399502534783346,1
"GO:0004117","MF","calmodulin-activated dual specificity 3',5'-cyclic-GMP, 3',5'-cyclic-AMP phosphodiesterase activity",3,3,0.885366636695627,1
"GO:0004118","MF","3',5'-cGMP-stimulated cyclic-nucleotide phosphodiesterase activity",3,3,0.883398991602246,1
"GO:0004119","MF","3',5'-cGMP-inhibited cyclic-nucleotide phosphodiesterase activity",1,1,0.960113520670676,1
"GO:0004123","MF","cystathionine gamma-lyase activity",1,1,0.958459766261556,1
"GO:0004126","MF","cytidine deaminase activity",12,12,0.557363914030294,1
"GO:0004128","MF","cytochrome-b5 reductase activity, acting on NAD(P)H",7,7,0.74561190914939,1
"GO:0004129","MF","cytochrome-c oxidase activity",9,9,0.672997884408023,1
"GO:0004132","MF","dCMP deaminase activity",2,2,0.916918759201221,1
"GO:0004134","MF","4-alpha-glucanotransferase activity",1,1,0.96039817088254,1
"GO:0004135","MF","amylo-alpha-1,6-glucosidase activity",1,1,0.96039817088254,1
"GO:0004136","MF","deoxyadenosine kinase activity",3,3,0.876571702878821,1
"GO:0004137","MF","deoxycytidine kinase activity",2,2,0.916071042650374,1
"GO:0004138","MF","deoxyguanosine kinase activity",2,2,0.912540060460579,1
"GO:0004139","MF","deoxyribose-phosphate aldolase activity",1,1,0.958638681369966,1
"GO:0004140","MF","dephospho-CoA kinase activity",2,2,0.92158842735385,1
"GO:0004142","MF","diacylglycerol cholinephosphotransferase activity",3,3,0.880319211170182,1
"GO:0004143","MF","ATP-dependent diacylglycerol kinase activity",10,10,0.656660676449885,1
"GO:0004144","MF","diacylglycerol O-acyltransferase activity",5,5,0.801986050272689,1
